;Preprocessor;Feature Reduction;Algorithm (Library);Components;Mean cv;Stdev.;Test data;Elapsed Time;Exception
166;MIX;NOR;NCT - Nearest Centroid (Scikit Learn);4;1,0;0,0;0,9835390946502057;1,7658517360687256;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
167;NOS;NOR;NCT - Nearest Centroid (Scikit Learn);4;1,0;0,0;0,9835390946502057;1,7625606060028076;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
168;STA;NOR;NCT - Nearest Centroid (Scikit Learn);4;1,0;0,0;0,9835390946502057;1,7795135974884033;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
169;MAX;NOR;LRN - Logistic Regression (Scikit Learn);4;1,0;0,0;0,9814814814814815;1,7335712909698486;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
170;NOS;PCA;RFCL - Random Forest Classifier (Scikit Learn);4;0,9868055555555555;0,025316286296608596;0,9814814814814815;2,7102904319763184;
171;MAX;PCA;LRN - Logistic Regression (Scikit Learn);4;1,0;0,0;0,9794238683127571;1,7630958557128906;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
172;MIX;PCA;NCT - Nearest Centroid (Scikit Learn);4;0,9979166666666666;0,006250000000000011;0,9794238683127571;2,4593355655670166;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
173;MIX;PCA;GNB - Gaussian Naive Bayes (Scikit Learn);4;0,9972222222222221;0,008333333333333304;0,9794238683127571;0,0678553581237793;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
174;MIX;NOR;RUBC - RUS Boost Classifier (Imbalanced Learn);4;0,9958333333333333;0,01249999999999999;0,9794238683127571;2,219435214996338;
175;STA;PCA;GNB - Gaussian Naive Bayes (Scikit Learn);4;0,992361111111111;0,017137448165629236;0,9794238683127571;0,07399392127990723;
176;NOS;PCA;GNB - Gaussian Naive Bayes (Scikit Learn);4;0,9847222222222222;0,021695137988629605;0,9794238683127571;0,06720781326293945;
177;STA;NOR;SRF1 - Stacked Random Forests 1 (Scikit Learn);4;1,0;0,0;0,977366255144033;5,421968221664429;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
178;MIX;NOR;GPC - Gaussian Process Classifier (Scikit Learn);4;0,9909722222222221;0,014583333333333314;0,977366255144033;0,07764029502868652;
179;MIX;PCA;GPC - Gaussian Process Classifier (Scikit Learn);4;0,9909722222222221;0,014583333333333314;0,977366255144033;0,09224343299865723;
180;MIX;NOR;LRN - Logistic Regression (Scikit Learn);4;0,9895833333333334;0,017908051330871675;0,977366255144033;1,78489351272583;
181;STA;NOR;CNB - Complement Naive Bayes (Scikit Learn);4;0,959837962962963;0,02709445996513805;0,9753086419753086;0,055611371994018555;
182;NOS;PCA;NCT - Nearest Centroid (Scikit Learn);4;0,9847222222222222;0,017786456215091215;0,9753086419753085;2,4781763553619385;
183;STA;NOR;RFCL - Random Forest Classifier (Scikit Learn);4;1,0;0,0;0,9742798353909464;2,713731288909912;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
184;MIX;PCA;LRN - Logistic Regression (Scikit Learn);4;0,9881944444444445;0,019654127358451234;0,9732510288065844;1,7742364406585693;
185;MAX;PCA;DTC - Decision Tree Classifier (Scikit Learn);4;0,9854166666666666;0,02953634766407881;0,9722222222222223;2,566600799560547;
186;NRM;NOR;DTC - Decision Tree Classifier (Scikit Learn);4;0,9604166666666666;0,04315065661918329;0,9722222222222223;0,06815099716186523;
187;NOS;PCA;DTC - Decision Tree Classifier (Scikit Learn);4;0,95;0,05448623679425844;0,9722222222222223;2,4975738525390625;
188;STA;PCA;NCT - Nearest Centroid (Scikit Learn);4;0,9951388888888889;0,009845449221359583;0,9711934156378601;2,4791505336761475;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
189;NRM;NOR;LRN - Logistic Regression (Scikit Learn);4;0,9061342592592594;0,025423211816646522;0,9711934156378601;1,7945926189422607;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
190;MAX;PCA;BABC - Balanced Bagging Classifier (Imbalanced Learn);4;1,0;0,0;0,9701646090534979;2,0068163871765137;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
191;NOS;NOR;KNN - K-Neighbors Classifier (Scikit Learn);4;0,9961805555555555;0,005902777777777795;0,9701646090534979;2,47839093208313;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
192;MIX;NOR;BABC - Balanced Bagging Classifier (Imbalanced Learn);4;0,99375;0,01875;0,9701646090534979;2,0217864513397217;
193;MIX;NOR;BGC - Bagging Classifier (Scikit Learn);4;0,99375;0,01875;0,9701646090534979;0,11118507385253906;
194;NOS;NOR;BABC - Balanced Bagging Classifier (Imbalanced Learn);4;0,99375;0,01875;0,9701646090534979;2,0241401195526123;
195;NOS;NOR;BGC - Bagging Classifier (Scikit Learn);4;0,99375;0,01875;0,9701646090534979;0,08916258811950684;
196;NOS;PCA;KNN - K-Neighbors Classifier (Scikit Learn);4;0,9927083333333334;0,011871750692554679;0,9701646090534979;2,472464084625244;
197;NRM;NOR;BGC - Bagging Classifier (Scikit Learn);4;0,9833333333333332;0,029166666666666674;0,9701646090534979;0,09462857246398926;
198;NOS;PCA;BGC - Bagging Classifier (Scikit Learn);4;0,9909722222222221;0,017024514822404573;0,9681069958847738;0,111663818359375;
199;MAX;NOR;HIST - Histogram-based Gradient B. Classifier (Scikit Learn);4;1,0;0,0;0,9670781893004116;0,19674277305603027;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
200;MIX;NOR;HIST - Histogram-based Gradient B. Classifier (Scikit Learn);4;1,0;0,0;0,9670781893004116;0,17720890045166016;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
201;NOS;NOR;HIST - Histogram-based Gradient B. Classifier (Scikit Learn);4;1,0;0,0;0,9670781893004116;0,16452980041503906;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
202;STA;NOR;HIST - Histogram-based Gradient B. Classifier (Scikit Learn);4;1,0;0,0;0,9670781893004116;0,19476652145385742;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
203;NRM;PCA;LRN - Logistic Regression (Scikit Learn);4;0,9004629629629631;0,027104099351317537;0,9670781893004116;1,764021396636963;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
204;MAX;PCA;FLAX - Flax Neural Network (Flax/Jax);4;N/A;N/A;0,9670781893004116;32,56151533126831;
205;MAX;NOR;RUBC - RUS Boost Classifier (Imbalanced Learn);4;1,0;0,0;0,9629629629629629;2,220928430557251;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
206;STA;NOR;RUBC - RUS Boost Classifier (Imbalanced Learn);4;1,0;0,0;0,9629629629629629;2,2209811210632324;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
207;NOS;NOR;RUBC - RUS Boost Classifier (Imbalanced Learn);4;0,9958333333333333;0,01249999999999999;0,9629629629629629;2,2054216861724854;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
208;NOS;NOR;CNB - Complement Naive Bayes (Scikit Learn);4;0,931712962962963;0,03227486121839514;0,9629629629629629;0,045136213302612305;
209;MIX;NOR;EAEC - Easy Ensamble Classifier (Imbalanced Learn);4;0,9916666666666666;0,025000000000000012;0,9609053497942387;1,3361530303955078;
210;NOS;NOR;EAEC - Easy Ensamble Classifier (Imbalanced Learn);4;0,9916666666666666;0,025000000000000012;0,9609053497942387;1,3115308284759521;
211;STA;PCA;TOTS - PyTorch Tanh+SGD (PyTorch);4;N/A;N/A;0,9588477366255144;27,1203510761261;
212;STA;PCA;RADN - Radius Neighbors Classifier (Scikit Learn);4;0,9784722222222222;0,04125374094521986;0,9578189300411523;1,9356846809387207;
213;STA;NOR;RADN - Radius Neighbors Classifier (Scikit Learn);4;0,9777777777777776;0,04707903126855083;0,9578189300411523;1,9366581439971924;
214;MIX;PCA;FLAX - Flax Neural Network (Flax/Jax);4;N/A;N/A;0,9506172839506174;31,63394522666931;
215;NOS;PCA;TORA - PyTorch ReLu+Adam (PyTorch);4;N/A;N/A;0,9465020576131687;27,220957040786743;
216;MAX;NOR;ABC - Ada Boost Classifier (Scikit Learn);4;1,0;0,0;0,9444444444444443;2,6452035903930664;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
217;MAX;NOR;BABC - Balanced Bagging Classifier (Imbalanced Learn);4;1,0;0,0;0,9444444444444443;2,0105226039886475;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
218;MAX;NOR;BGC - Bagging Classifier (Scikit Learn);4;1,0;0,0;0,9444444444444443;0,10417938232421875;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
219;MAX;NOR;DTC - Decision Tree Classifier (Scikit Learn);4;1,0;0,0;0,9444444444444443;0,07161712646484375;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
220;MAX;NOR;GBC - Gradient Boosting Classifier (Scikit Learn);4;1,0;0,0;0,9444444444444443;2,0623488426208496;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
221;STA;NOR;ABC - Ada Boost Classifier (Scikit Learn);4;1,0;0,0;0,9444444444444443;2,6275858879089355;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
222;STA;NOR;BGC - Bagging Classifier (Scikit Learn);4;1,0;0,0;0,9444444444444443;0,10664510726928711;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
223;STA;NOR;DTC - Decision Tree Classifier (Scikit Learn);4;1,0;0,0;0,9444444444444443;0,05905294418334961;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
224;STA;NOR;GBC - Gradient Boosting Classifier (Scikit Learn);4;1,0;0,0;0,9444444444444443;2,0322623252868652;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
225;MIX;NOR;GBC - Gradient Boosting Classifier (Scikit Learn);4;0,9958333333333333;0,01249999999999999;0,9444444444444443;1,9895679950714111;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
226;NOS;NOR;GBC - Gradient Boosting Classifier (Scikit Learn);4;0,9958333333333333;0,01249999999999999;0,9444444444444443;2,0451691150665283;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
227;MIX;NOR;DTC - Decision Tree Classifier (Scikit Learn);4;0,99375;0,01875;0,9444444444444443;0,07677197456359863;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
228;NOS;NOR;DTC - Decision Tree Classifier (Scikit Learn);4;0,99375;0,01875;0,9444444444444443;0,05709528923034668;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
229;MIX;NOR;ABC - Ada Boost Classifier (Scikit Learn);4;0,9916666666666666;0,025000000000000012;0,9444444444444443;2,6277709007263184;
230;NOS;NOR;ABC - Ada Boost Classifier (Scikit Learn);4;0,9916666666666666;0,025000000000000012;0,9444444444444443;2,643425941467285;
231;MIX;PCA;DTC - Decision Tree Classifier (Scikit Learn);4;0,9791666666666666;0,04269562819149834;0,9444444444444443;2,57987117767334;
232;STA;PCA;BNB - Bernoulli Naive Bayes (Scikit Learn);4;0,8993055555555556;0,08739767189191142;0,9423868312757202;0,06798076629638672;
233;STA;PCA;FLAX - Flax Neural Network (Flax/Jax);4;N/A;N/A;0,9423868312757202;32,160500049591064;
234;MIX;NOR;FLAX - Flax Neural Network (Flax/Jax);4;N/A;N/A;0,9403292181069959;31,631409645080566;
235;NRM;PCA;BNB - Bernoulli Naive Bayes (Scikit Learn);4;0,9003472222222222;0,06349189341150611;0,9320987654320988;0,08167624473571777;
236;NOS;PCA;FLAX - Flax Neural Network (Flax/Jax);4;N/A;N/A;0,9320987654320988;31,061477184295654;
237;MAX;NOR;EAEC - Easy Ensamble Classifier (Imbalanced Learn);4;1,0;0,0;0,9259259259259259;1,3341469764709473;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
238;STA;NOR;EAEC - Easy Ensamble Classifier (Imbalanced Learn);4;1,0;0,0;0,9259259259259259;1,3276116847991943;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
239;NOS;PCA;TOTS - PyTorch Tanh+SGD (PyTorch);4;N/A;N/A;0,9259259259259259;28,475268840789795;
240;MIX;PCA;BNB - Bernoulli Naive Bayes (Scikit Learn);4;0,8929398148148149;0,07823637465902532;0,9197530864197531;0,07124209403991699;
241;NOS;PCA;TORS - PyTorch ReLu+SGD (PyTorch);4;N/A;N/A;0,9197530864197531;26,126525402069092;
242;STA;PCA;DTC - Decision Tree Classifier (Scikit Learn);4;0,9645833333333332;0,03614448244353641;0,9166666666666666;2,4924652576446533;
243;MAX;PCA;BNB - Bernoulli Naive Bayes (Scikit Learn);4;0,9061342592592592;0,06005918523681462;0,9074074074074074;0,07715010643005371;
244;NOS;PCA;BNB - Bernoulli Naive Bayes (Scikit Learn);4;0,8798611111111111;0,07123050415532813;0,9012345679012346;0,07486510276794434;
245;MAX;NOR;CNB - Complement Naive Bayes (Scikit Learn);4;0,875925925925926;0,023164346184521987;0,8847736625514404;0,06615710258483887;
246;MIX;NOR;CNB - Complement Naive Bayes (Scikit Learn);4;0,8664351851851851;0,018527197040521977;0,8806584362139919;0,07543277740478516;
247;STA;PCA;TOTA - PyTorch Tanh+Adam (PyTorch);4;N/A;N/A;0,8806584362139919;27,318636894226074;
248;NOS;PCA;TOTA - PyTorch Tanh+Adam (PyTorch);4;N/A;N/A;0,874485596707819;27,551235914230347;
249;NRM;NOR;GPC - Gaussian Process Classifier (Scikit Learn);4;0,8511574074074074;0,016540805634212827;0,8724279835390947;0,10613393783569336;
250;NRM;PCA;GPC - Gaussian Process Classifier (Scikit Learn);4;0,8501157407407407;0,015981026156553935;0,8683127572016461;0,09479331970214844;
251;STA;NOR;TOTS - PyTorch Tanh+SGD (PyTorch);4;N/A;N/A;0,8415637860082305;26,88601303100586;
252;NRM;NOR;CNB - Complement Naive Bayes (Scikit Learn);4;0,8392361111111111;0,011831059053750571;0,8353909465020576;0,07880401611328125;
253;MAX;NOR;MNB - Multinomial Naive Bayes (Scikit Learn);4;0,8333333333333334;0,0;0,8353909465020576;1,9693984985351562;UnstableModelException: Performance metric difference for cross evaluation and final test exceeds 2*stdev
254;NRM;NOR;MNB - Multinomial Naive Bayes (Scikit Learn);4;0,834375;0,003124999999999989;0,8333333333333334;1,9666881561279297;
255;MIX;NOR;MNB - Multinomial Naive Bayes (Scikit Learn);4;0,8269675925925928;0,008204541017799669;0,8251028806584362;1,96144700050354;
256;STA;PCA;TORA - PyTorch ReLu+Adam (PyTorch);4;N/A;N/A;0,8106995884773663;27,616760969161987;
257;NOS;NOR;TOTS - PyTorch Tanh+SGD (PyTorch);4;N/A;N/A;0,8024691358024691;26,257277250289917;
258;MIX;NOR;TOTS - PyTorch Tanh+SGD (PyTorch);4;N/A;N/A;0,7901234567901234;26,192349672317505;
259;MIX;NOR;TOTA - PyTorch Tanh+Adam (PyTorch);4;N/A;N/A;0,7551440329218106;27,50181746482849;
260;BIN;NOR;TOSA - PyTorch Sigm+Adam (PyTorch);4;N/A;N/A;0,7530864197530865;26,6150381565094;
261;MAX;PCA;TOTS - PyTorch Tanh+SGD (PyTorch);4;N/A;N/A;0,7530864197530865;27,6623272895813;
262;MIX;PCA;TOTA - PyTorch Tanh+Adam (PyTorch);4;N/A;N/A;0,7469135802469135;26,92980694770813;
263;NOS;NOR;TORS - PyTorch ReLu+SGD (PyTorch);4;N/A;N/A;0,7222222222222222;27,19262170791626;
264;MAX;PCA;TORA - PyTorch ReLu+Adam (PyTorch);4;N/A;N/A;0,7160493827160493;27,75167417526245;
265;STA;PCA;TORS - PyTorch ReLu+SGD (PyTorch);4;N/A;N/A;0,7160493827160493;28,441786766052246;
266;NRM;NOR;TOTA - PyTorch Tanh+Adam (PyTorch);4;N/A;N/A;0,7119341563786009;28,76046586036682;
267;MIX;NOR;BNB - Bernoulli Naive Bayes (Scikit Learn);4;0,5666666666666667;0,06712803318663652;0,6769547325102879;0,0712890625;
268;MAX;NOR;TOTS - PyTorch Tanh+SGD (PyTorch);4;N/A;N/A;0,6728395061728395;26,432131052017212;
269;MAX;NOR;RADN - Radius Neighbors Classifier (Scikit Learn);4;0,6666666666666667;1,1102230246251565e-16;0,6666666666666666;1,9307608604431152;
270;MAX;PCA;RADN - Radius Neighbors Classifier (Scikit Learn);4;0,6666666666666667;1,1102230246251565e-16;0,6666666666666666;1,93556547164917;
271;BIN;PCA;TOSS - PyTorch Sigm+SGD (PyTorch);4;N/A;N/A;0,6666666666666666;26,661917209625244;
272;NOS;NOR;TOSA - PyTorch Sigm+Adam (PyTorch);4;N/A;N/A;0,6666666666666666;24,816051483154297;
273;MIX;NOR;RADN - Radius Neighbors Classifier (Scikit Learn);4;0,6792824074074073;0,030139075566924856;0,6574074074074074;1,9296865463256836;
274;MIX;PCA;RADN - Radius Neighbors Classifier (Scikit Learn);4;0,6792824074074073;0,030139075566924856;0,6574074074074074;1,9277417659759521;
275;STA;NOR;TORA - PyTorch ReLu+Adam (PyTorch);4;N/A;N/A;0,6502057613168725;26,825031518936157;
276;STA;NOR;TOTA - PyTorch Tanh+Adam (PyTorch);4;N/A;N/A;0,6460905349794239;25,35062289237976;
277;MIX;PCA;TOTS - PyTorch Tanh+SGD (PyTorch);4;N/A;N/A;0,6440329218106996;28,149249792099;
278;BIN;NOR;TORS - PyTorch ReLu+SGD (PyTorch);4;N/A;N/A;0,6378600823045267;26,66635274887085;
279;NRM;NOR;TOSS - PyTorch Sigm+SGD (PyTorch);4;N/A;N/A;0,6378600823045267;26,289414644241333;
280;MAX;PCA;TOTA - PyTorch Tanh+Adam (PyTorch);4;N/A;N/A;0,6255144032921811;26,903754711151123;
281;NRM;NOR;TORA - PyTorch ReLu+Adam (PyTorch);4;N/A;N/A;0,6152263374485597;28,271706581115723;
282;NRM;PCA;TOTA - PyTorch Tanh+Adam (PyTorch);4;N/A;N/A;0,602880658436214;27,98997712135315;
283;NRM;NOR;TORS - PyTorch ReLu+SGD (PyTorch);4;N/A;N/A;0,5843621399176956;27,526549339294434;
284;STA;NOR;TORS - PyTorch ReLu+SGD (PyTorch);4;N/A;N/A;0,5843621399176955;28,438892602920532;
285;BIN;NOR;TOTA - PyTorch Tanh+Adam (PyTorch);4;N/A;N/A;0,5823045267489712;25,62121319770813;
286;MAX;NOR;TORS - PyTorch ReLu+SGD (PyTorch);4;N/A;N/A;0,5740740740740741;25,736417055130005;
287;MIX;PCA;TORS - PyTorch ReLu+SGD (PyTorch);4;N/A;N/A;0,5699588477366255;27,979983806610107;
288;MIX;NOR;TORA - PyTorch ReLu+Adam (PyTorch);4;N/A;N/A;0,565843621399177;26,585448026657104;
289;STA;PCA;TOSS - PyTorch Sigm+SGD (PyTorch);4;N/A;N/A;0,565843621399177;27,514645099639893;
290;STA;NOR;TOSA - PyTorch Sigm+Adam (PyTorch);4;N/A;N/A;0,5637860082304527;26,597335815429688;
291;BIN;PCA;TORA - PyTorch ReLu+Adam (PyTorch);4;N/A;N/A;0,5596707818930041;26,993978023529053;
292;MIX;NOR;TOSS - PyTorch Sigm+SGD (PyTorch);4;N/A;N/A;0,5576131687242798;27,22613286972046;
293;NRM;PCA;TOTS - PyTorch Tanh+SGD (PyTorch);4;N/A;N/A;0,5308641975308642;26,915807962417603;
294;NOS;NOR;TOSS - PyTorch Sigm+SGD (PyTorch);4;N/A;N/A;0,5288065843621399;27,644438982009888;
295;NRM;NOR;TOSA - PyTorch Sigm+Adam (PyTorch);4;N/A;N/A;0,5288065843621399;26,650058031082153;
296;MIX;NOR;TOSA - PyTorch Sigm+Adam (PyTorch);4;N/A;N/A;0,5061728395061729;26,011044025421143;
297;BIN;NOR;ABC - Ada Boost Classifier (Scikit Learn);4;0,5;0,0;0,5;3,1969709396362305;
298;BIN;NOR;BABC - Balanced Bagging Classifier (Imbalanced Learn);4;0,5;0,0;0,5;2,0853641033172607;
299;BIN;NOR;BARF - Balanced Random Forest (Imbalanced Learn);4;0,5;0,0;0,5;1,9855494499206543;
300;BIN;NOR;BGC - Bagging Classifier (Scikit Learn);4;0,5;0,0;0,5;0,11985254287719727;
301;BIN;NOR;BNB - Bernoulli Naive Bayes (Scikit Learn);4;0,5;0,0;0,5;0,0674583911895752;
302;BIN;NOR;CNB - Complement Naive Bayes (Scikit Learn);4;0,5;0,0;0,5;0,07481503486633301;
303;BIN;NOR;DTC - Decision Tree Classifier (Scikit Learn);4;0,5;0,0;0,5;0,07713198661804199;
304;BIN;NOR;DUMY - Dummy Classifier (Scikit Learn);4;0,5;0,0;0,5;0,05669903755187988;
305;BIN;NOR;ETC - Extra Trees Classifier (Scikit Learn);4;0,5;0,0;0,5;0,2206568717956543;
306;BIN;NOR;FUTS - FUT Stacking Classifier (Scikit Learn);4;0,5;0,0;0,5;5,236874341964722;
307;BIN;NOR;GBC - Gradient Boosting Classifier (Scikit Learn);4;0,5;0,0;0,5;2,1312191486358643;
308;BIN;NOR;HIST - Histogram-based Gradient B. Classifier (Scikit Learn);4;0,5;0,0;0,5;3,4739725589752197;
309;BIN;NOR;KNN - K-Neighbors Classifier (Scikit Learn);4;0,5;0,0;0,5;2,504014253616333;
310;BIN;NOR;LRN - Logistic Regression (Scikit Learn);4;0,5;0,0;0,5;2,489462375640869;
311;BIN;NOR;MNB - Multinomial Naive Bayes (Scikit Learn);4;0,5;0,0;0,5;1,920945405960083;
312;BIN;NOR;RADN - Radius Neighbors Classifier (Scikit Learn);4;0,5;0,0;0,5;2,484912395477295;
313;BIN;NOR;RFCL - Random Forest Classifier (Scikit Learn);4;0,5;0,0;0,5;2,6870458126068115;
314;BIN;NOR;SRF1 - Stacked Random Forests 1 (Scikit Learn);4;0,5;0,0;0,5;5,411529779434204;
315;BIN;PCA;DUMY - Dummy Classifier (Scikit Learn);4;0,5;0,0;0,5;2,4688663482666016;
316;MAX;NOR;BNB - Bernoulli Naive Bayes (Scikit Learn);4;0,5;0,0;0,5;0,0713951587677002;
317;MAX;NOR;DUMY - Dummy Classifier (Scikit Learn);4;0,5;0,0;0,5;0,06810522079467773;
318;MAX;PCA;DUMY - Dummy Classifier (Scikit Learn);4;0,5;0,0;0,5;1,9252729415893555;
319;MIX;NOR;DUMY - Dummy Classifier (Scikit Learn);4;0,5;0,0;0,5;0,08181595802307129;
320;MIX;PCA;DUMY - Dummy Classifier (Scikit Learn);4;0,5;0,0;0,5;1,9233450889587402;
321;NOS;NOR;BNB - Bernoulli Naive Bayes (Scikit Learn);4;0,5;0,0;0,5;0,056122541427612305;
322;NOS;NOR;DUMY - Dummy Classifier (Scikit Learn);4;0,5;0,0;0,5;0,04255223274230957;
323;NOS;PCA;DUMY - Dummy Classifier (Scikit Learn);4;0,5;0,0;0,5;1,9250690937042236;
324;NRM;NOR;BNB - Bernoulli Naive Bayes (Scikit Learn);4;0,5;0,0;0,5;0,05913853645324707;
325;NRM;NOR;DUMY - Dummy Classifier (Scikit Learn);4;0,5;0,0;0,5;0,07569646835327148;
326;NRM;NOR;RADN - Radius Neighbors Classifier (Scikit Learn);4;0,5;0,0;0,5;1,9283487796783447;
327;NRM;PCA;DUMY - Dummy Classifier (Scikit Learn);4;0,5;0,0;0,5;1,9386579990386963;
328;NRM;PCA;RADN - Radius Neighbors Classifier (Scikit Learn);4;0,5;0,0;0,5;1,9363632202148438;
329;STA;NOR;BNB - Bernoulli Naive Bayes (Scikit Learn);4;0,5;0,0;0,5;0,06818246841430664;
330;STA;NOR;DUMY - Dummy Classifier (Scikit Learn);4;0,5;0,0;0,5;0,07789111137390137;
331;STA;PCA;DUMY - Dummy Classifier (Scikit Learn);4;0,5;0,0;0,5;1,9236769676208496;
332;BIN;NOR;MLPC - Multi Layered Peceptron (Scikit Learn);4;0,475;0,03404902964480905;0,5;2,511202573776245;
333;BIN;NOR;GPC - Gaussian Process Classifier (Scikit Learn);4;0,4624999999999999;0,07734253217958806;0,5;2,535942792892456;
334;BIN;NOR;FLAX - Flax Neural Network (Flax/Jax);4;N/A;N/A;0,5;35,90466928482056;
335;BIN;NOR;RUBC - RUS Boost Classifier (Imbalanced Learn);4;N/A;N/A;0,5;5,973816871643066;
336;BIN;PCA;TOSA - PyTorch Sigm+Adam (PyTorch);4;N/A;N/A;0,49382716049382713;26,807066202163696;
337;MAX;PCA;TORS - PyTorch ReLu+SGD (PyTorch);4;N/A;N/A;0,48765432098765427;28,09558868408203;
338;BIN;PCA;TOTA - PyTorch Tanh+Adam (PyTorch);4;N/A;N/A;0,48559670781893005;27,814085721969604;
339;MAX;NOR;TOSA - PyTorch Sigm+Adam (PyTorch);4;N/A;N/A;0,48353909465020584;26,94187879562378;
340;NRM;PCA;TORS - PyTorch ReLu+SGD (PyTorch);4;N/A;N/A;0,4835390946502058;25,36457633972168;
341;MIX;PCA;TOSS - PyTorch Sigm+SGD (PyTorch);4;N/A;N/A;0,48148148148148145;27,00071620941162;
342;BIN;NOR;TOSS - PyTorch Sigm+SGD (PyTorch);4;N/A;N/A;0,47736625514403297;26,96595311164856;
343;BIN;PCA;TOTS - PyTorch Tanh+SGD (PyTorch);4;N/A;N/A;0,4732510288065844;25,847489595413208;
344;BIN;NOR;FUTV - FUT Voting Classifier (Scikit Learn);4;0,48680555555555555;0,026434536542603162;0,47222222222222215;2,4071359634399414;
345;MAX;NOR;TOSS - PyTorch Sigm+SGD (PyTorch);4;N/A;N/A;0,4711934156378601;27,930561304092407;
346;MAX;NOR;TOTA - PyTorch Tanh+Adam (PyTorch);4;N/A;N/A;0,46913580246913583;27,940504789352417;
347;NRM;NOR;TOTS - PyTorch Tanh+SGD (PyTorch);4;N/A;N/A;0,4670781893004115;27,001189947128296;
348;NOS;NOR;TOTA - PyTorch Tanh+Adam (PyTorch);4;N/A;N/A;0,46296296296296297;26,706223726272583;
349;STA;PCA;TOSA - PyTorch Sigm+Adam (PyTorch);4;N/A;N/A;0,46090534979423864;27,407181978225708;
350;NOS;NOR;TORA - PyTorch ReLu+Adam (PyTorch);4;N/A;N/A;0,45267489711934156;26,765337705612183;
351;MIX;PCA;TOSA - PyTorch Sigm+Adam (PyTorch);4;N/A;N/A;0,4506172839506173;26,638825178146362;
352;NRM;PCA;TORA - PyTorch ReLu+Adam (PyTorch);4;N/A;N/A;0,44855967078189307;27,375819444656372;
353;NOS;PCA;TOSA - PyTorch Sigm+Adam (PyTorch);4;N/A;N/A;0,44032921810699593;27,637953758239746;
354;MAX;PCA;TOSA - PyTorch Sigm+Adam (PyTorch);4;N/A;N/A;0,43209876543209874;27,23863434791565;
355;MIX;NOR;TORS - PyTorch ReLu+SGD (PyTorch);4;N/A;N/A;0,4259259259259259;26,759469032287598;
356;BIN;PCA;TORS - PyTorch ReLu+SGD (PyTorch);4;N/A;N/A;0,4218106995884774;27,351732969284058;
357;NRM;PCA;TOSS - PyTorch Sigm+SGD (PyTorch);4;N/A;N/A;0,4156378600823045;26,223907709121704;
358;STA;NOR;TOSS - PyTorch Sigm+SGD (PyTorch);4;N/A;N/A;0,40534979423868317;27,53192663192749;
359;MAX;PCA;TOSS - PyTorch Sigm+SGD (PyTorch);4;N/A;N/A;0,37448559670781895;27,742067575454712;
360;BIN;NOR;TORA - PyTorch ReLu+Adam (PyTorch);4;N/A;N/A;0,34567901234567905;27,306742191314697;
361;NOS;PCA;TOSS - PyTorch Sigm+SGD (PyTorch);4;N/A;N/A;0,3209876543209877;26,691080570220947;
